chapter_number,verse_number,verse_title,book_title,text,revText
9,33,Judges 9:33,Judges,"And it shall be, that in the morning, as soon as the sun is up, thou shalt rise early, and set upon the city: and, behold, when he and the people that is with him come out against thee, then mayest thou do to them as thou shalt find occasion.","Judges 9:33 And it shall be, that in the morning, as soon as the sun is up, it'd be great if you could rise early, and set upon the city: and, behold, when he and the people that is with him come out against thee, then mayest thou do to them as it'd be great if you could find occasion.

"
11,2,Judges 11:2,Judges,"And Gilead's wife bare him sons; and his wife's sons grew up, and they thrust out Jephthah, and said unto him, Thou shalt not inherit in our father's house; for thou art the son of a strange woman.","Judges 11:2 And Gilead's wife bare him sons; and his wife's sons grew up, and they thrust out Jephthah, and said unto him, it'd be great if you could not inherit in our father's house; for thou art the son of a strange woman.

"
11,30,Judges 11:30,Judges,"And Jephthah vowed a vow unto the LORD, and said, If thou shalt without fail deliver the children of Ammon into mine hands,","Judges 11:30 And Jephthah vowed a vow unto the LORD, and said, If it'd be great if you could without fail deliver the children of Ammon into mine hands,

"
13,3,Judges 13:3,Judges,"And the angel of the LORD appeared unto the woman, and said unto her, Behold now, thou art barren, and bearest not: but thou shalt conceive, and bear a son.","Judges 13:3 And the angel of the LORD appeared unto the woman, and said unto her, Behold now, thou art barren, and bearest not: but it'd be great if you could conceive, and bear a son.

"
13,5,Judges 13:5,Judges,"For, lo, thou shalt conceive, and bear a son; and no razor shall come on his head: for the child shall be a Nazarite unto God from the womb: and he shall begin to deliver Israel out of the hand of the Philistines.","Judges 13:5 For, lo, it'd be great if you could conceive, and bear a son; and no razor shall come on his head: for the child shall be a Nazarite unto God from the womb: and he shall begin to deliver Israel out of the hand of the Philistines.

"
13,7,Judges 13:7,Judges,"But he said unto me, Behold, thou shalt conceive, and bear a son; and now drink no wine nor strong drink, neither eat any unclean thing: for the child shall be a Nazarite to God from the womb to the day of his death.","Judges 13:7 But he said unto me, Behold, it'd be great if you could conceive, and bear a son; and now drink no wine nor strong drink, neither eat any unclean thing: for the child shall be a Nazarite to God from the womb to the day of his death.

"
2,21,Ruth 2:21,Ruth,"And Ruth the Moabitess said, He said unto me also, Thou shalt keep fast by my young men, until they have ended all my harvest.","Ruth 2:21 And Ruth the Moabitess said, He said unto me also, it'd be great if you could keep fast by my young men, until they have ended all my harvest.

"
3,4,Ruth 3:4,Ruth,"And it shall be, when he lieth down, that thou shalt mark the place where he shall lie, and thou shalt go in, and uncover his feet, and lay thee down; and he will tell thee what thou shalt do.","Ruth 3:4 And it shall be, when he lieth down, that it'd be great if you could mark the place where he shall lie, and it'd be great if you could go in, and uncover his feet, and lay thee down; and he will tell thee what it'd be great if you could do.

"
2,16,1 Samuel 2:16,1 Samuel,"And if any man said unto him, Let them not fail to burn the fat presently, and then take as much as thy soul desireth; then he would answer him, Nay; but thou shalt give it me now: and if not, I will take it by force.","1 Samuel 2:16 And if any man said unto him, Let them not fail to burn the fat presently, and then take as much as thy soul desireth; then he would answer him, Nay; but it'd be great if you could give it me now: and if not, I will take it by force.

"
2,32,1 Samuel 2:32,1 Samuel,"And thou shalt see an enemy in my habitation, in all the wealth which God shall give Israel: and there shall not be an old man in thine house for ever.","1 Samuel 2:32 And it'd be great if you could see an enemy in my habitation, in all the wealth which God shall give Israel: and there shall not be an old man in thine house for ever.

"
3,9,1 Samuel 3:9,1 Samuel,"Therefore Eli said unto Samuel, Go, lie down: and it shall be, if he call thee, that thou shalt say, Speak, LORD; for thy servant heareth. So Samuel went and lay down in his place.","1 Samuel 3:9 Therefore Eli said unto Samuel, Go, lie down: and it shall be, if he call thee, that it'd be great if you could say, Speak, LORD; for thy servant heareth. So Samuel went and lay down in his place.

"
9,16,1 Samuel 9:16,1 Samuel,"To morrow about this time I will send thee a man out of the land of Benjamin, and thou shalt anoint him to be captain over my people Israel, that he may save my people out of the hand of the Philistines: for I have looked upon my people, because their cry is come unto me.","1 Samuel 9:16 To morrow about this time I will send thee a man out of the land of Benjamin, and it'd be great if you could anoint him to be captain over my people Israel, that he may save my people out of the hand of the Philistines: for I have looked upon my people, because their cry is come unto me.

"
10,2,1 Samuel 10:2,1 Samuel,"When thou art departed from me to day, then thou shalt find two men by Rachel's sepulchre in the border of Benjamin at Zelzah; and they will say unto thee, The asses which thou wentest to seek are found: and, lo, thy father hath left the care of the asses, and sorroweth for you, saying, What shall I do for my son?","1 Samuel 10:2 When thou art departed from me to day, then it'd be great if you could find two men by Rachel's sepulchre in the border of Benjamin at Zelzah; and they will say unto thee, The asses which thou wentest to seek are found: and, lo, thy father hath left the care of the asses, and sorroweth for you, saying, What shall I do for my son?

"
10,3,1 Samuel 10:3,1 Samuel,"Then shalt thou go on forward from thence, and thou shalt come to the plain of Tabor, and there shall meet thee three men going up to God to Beth-el, one carrying three kids, and another carrying three loaves of bread, and another carrying a bottle of wine:","1 Samuel 10:3 Then shalt thou go on forward from thence, and it'd be great if you could come to the plain of Tabor, and there shall meet thee three men going up to God to Beth-el, one carrying three kids, and another carrying three loaves of bread, and another carrying a bottle of wine:

"
10,4,1 Samuel 10:4,1 Samuel,"And they will salute thee, and give thee two loaves of bread; which thou shalt receive of their hands.","1 Samuel 10:4 And they will salute thee, and give thee two loaves of bread; which it'd be great if you could receive of their hands.

"
10,5,1 Samuel 10:5,1 Samuel,"After that thou shalt come to the hill of God, where is the garrison of the Philistines: and it shall come to pass, when thou art come thither to the city, that thou shalt meet a company of prophets coming down from the high place with a psaltery, and a tabret, and a pipe, and a harp, before them; and they shall prophesy:","1 Samuel 10:5 After that it'd be great if you could come to the hill of God, where is the garrison of the Philistines: and it shall come to pass, when thou art come thither to the city, that it'd be great if you could meet a company of prophets coming down from the high place with a psaltery, and a tabret, and a pipe, and a harp, before them; and they shall prophesy:

"
10,6,1 Samuel 10:6,1 Samuel,"And the Spirit of the LORD will come upon thee, and thou shalt prophesy with them, and shalt be turned into another man.","1 Samuel 10:6 And the Spirit of the LORD will come upon thee, and it'd be great if you could prophesy with them, and shalt be turned into another man.

"
10,8,1 Samuel 10:8,1 Samuel,"And thou shalt go down before me to Gilgal; and, behold, I will come down unto thee, to offer burnt offerings, and to sacrifice sacrifices of peace offerings: seven days shalt thou tarry, till I come to thee, and shew thee what thou shalt do.","1 Samuel 10:8 And it'd be great if you could go down before me to Gilgal; and, behold, I will come down unto thee, to offer burnt offerings, and to sacrifice sacrifices of peace offerings: seven days shalt thou tarry, till I come to thee, and shew thee what it'd be great if you could do.

"
14,44,1 Samuel 14:44,1 Samuel,"And Saul answered, God do so and more also: for thou shalt surely die, Jonathan.","1 Samuel 14:44 And Saul answered, God do so and more also: for it'd be great if you could surely die, Jonathan.

"
